sim-119_0T.dat 0.052057079315185543 4.741371944366746e-09
sim-112_0T.dat 0.05813572692871094 1.2778609758019865e-08
sim-118_0T.dat 0.049740612030029295 7.148597946232682e-10
sim-119_5T.dat 0.053531566619873044 2.001900560686526e-09
sim-115_0T.dat 0.055303295135498046 7.690100334301064e-09
sim-110_0T.dat 0.06168050384521485 3.27145349577479e-08
sim-105_0T.dat 0.06192250823974609 2.435044793407115e-09
sim-120_5T.dat 0.05015277862548828 5.268921085890832e-09
sim-100_0T.dat 0.06501057434082032 2.7506591518400292e-08
sim-120_0T.dat 0.04966461181640625 5.251727993454969e-10
sim-125_0T.dat 0.05085454559326172 1.7098797247885877e-10
sim-121_0T.dat 0.04835891342163086 1.3462558711048456e-09
sim-122_0T.dat 0.05101663970947266 1.5141204349339299e-09
