122.0 0.053067467532467535 0.00012273856478721735 1.5085855604450627e-05 3.0959715269600407e-07
115.0 0.06106058441558445 7.205780204485655e-05 1.6445570990730364e-05 2.694195863382399e-07
112.0 0.06161896103896106 4.304029492544451e-05 1.5669026238093528e-05 2.2790846248105525e-07
118.0 0.059067142857142846 0.00027651708989497357 1.7247930476974156e-05 2.651065677457662e-07
121.0 0.05384831168831168 0.0002086279296261158 1.6248023326535708e-05 3.1159236054825005e-07
119.0 0.05497084415584415 0.00031453408255200684 1.5830309759766654e-05 2.701324926686836e-07
120.0 0.053796038961038954 0.00020178357718538375 1.544930030614799e-05 2.48664175740659e-07
125.0 0.05273149350649353 6.093576863578364e-05 1.4946670704344836e-05 2.5806315697847206e-07
120.5 0.05384824675324672 0.00021217577254538128 1.5501716865058054e-05 2.5746269565317973e-07
110.0 0.06198714285714285 4.539838174853229e-05 1.5542213329108245e-05 2.334639347812279e-07
105.0 0.06275461038961037 3.959025505338445e-05 1.4304370658857076e-05 1.8295413452129843e-07
119.5 0.05437292207792208 0.0002545077579428573 1.5732409693153485e-05 3.153348371345994e-07
100.0 0.06316415584415584 3.202666439938162e-05 1.315608266847935e-05 1.845238595487014e-07
