119.5     0.047468896484375   3.82675e-10
105.0     0.059155126953125   8.63207e-10
120.0     0.046803179931640626   3.59151e-10
121.0     0.0468601318359375   3.54957e-10
112.0     0.05647415771484375   7.18707e-10
118.0     0.052192852783203125   5.53338e-10
100.0     0.06009610595703125   9.27256e-10
120.5     0.04684928588867188   3.62555e-10
110.0     0.0573156494140625   7.61561e-10
119.0     0.0475839599609375   3.986e-10
122.0     0.046455712890625   3.45913e-10
125.0     0.04629584350585938   3.26763e-10
115.0     0.05524363403320313   6.54858e-10
