122.0     0.05306722574495797   1.10356e-09
115.0     0.06105986803917011   1.27022e-09
112.0     0.06161864333047215   1.25121e-09
118.0     0.059066755662096126   1.76991e-09
121.0     0.05384792689562213   1.39294e-09
119.0     0.05497067176399243   1.79818e-09
120.0     0.053796568395108546   1.34213e-09
125.0     0.052731999527319995   9.70615e-10
120.5     0.05384812168133836   1.36373e-09
110.0     0.06198639876272113   1.28883e-09
105.0     0.06275450377040219   1.29843e-09
119.5     0.05437293932944368   1.53958e-09
100.0     0.06316329406020435   1.31322e-09
