119_5 0.047468896484375 5.464700295924711e-06
105_0 0.059155126953125 9.51685664892215e-06
120_0 0.046803179931640626 5.171767536960199e-06
121_0 0.0468601318359375 5.196922492384844e-06
112_0 0.05647415771484375 9.015457664578782e-06
118_0 0.052192852783203125 7.704671817682519e-06
100_0 0.06009610595703125 9.272562961429483e-06
120_5 0.04684928588867188 5.264383950493844e-06
110_0 0.0573156494140625 9.214885711073505e-06
119_0 0.0475839599609375 5.644569682479103e-06
122_0 0.046455712890625 5.148562028408146e-06
125_0 0.04629584350585938 5.1056712001185285e-06
115_0 0.05524363403320313 8.660498720071928e-06
