119.5 0.04743675537109375 5.484487360566878e-06
105.0 0.059032794189453126 9.374357890747347e-06
120.0 0.04694207763671875 5.311853434890063e-06
121.0 0.04687344360351563 5.457303485832763e-06
112.0 0.05656253662109375 9.061866758913219e-06
118.0 0.05246993408203125 7.922672395556819e-06
100.0 0.06009175415039063 9.252384398542035e-06
120.5 0.04700123291015625 5.3936874447758215e-06
110.0 0.05764837646484375 9.223895069211934e-06
119.0 0.04748662414550781 5.682224650970045e-06
122.0 0.046652401733398435 5.125372954821461e-06
125.0 0.046426296997070314 5.096612545093214e-06
115.0 0.05540330810546875 8.817796063274267e-06
