119.5 0.04734767539404329 7.624915816743194e-06 5.4779003142854405e-06 2.6942710446144627e-08
105.0 0.05910133771635593 8.371513140575509e-06 9.4486591817324e-06 4.101038078284141e-08
120.0 0.046890811732672184 7.11067738477192e-06 5.314962326101254e-06 2.56871741311805e-08
121.0 0.0469209610897675 7.675961760846944e-06 5.3450140125341806e-06 2.292967035681915e-08
112.0 0.056493915455639365 9.012129092593426e-06 8.987129431887905e-06 3.8595683246670055e-08
118.0 0.052243454478122314 7.536100315844373e-06 7.786480635986854e-06 3.3818680615379776e-08
100.0 0.060146006645672004 8.909112212478274e-06 9.49046581738199e-06 3.8547028180372936e-08
120.5 0.0469565000488609 7.021870168809034e-06 5.361298022944973e-06 2.374809657625103e-08
110.0 0.0573960843286663 1.030168954284929e-05 9.140393257837321e-06 3.878403539126615e-08
119.0 0.047585363716334095 7.801420004470809e-06 5.632876805981379e-06 2.5075501312871116e-08
122.0 0.04654492210369558 6.353189243495048e-06 5.097102212197422e-06 2.2104214290635033e-08
125.0 0.046296012999899695 7.561819719848908e-06 4.9530568223122285e-06 2.212328412388003e-08
115.0 0.05546480503376577 8.759947634023752e-06 8.800769963035946e-06 4.2876256636008143e-08
