119.5 0.047010357198566194 7.274223052696084e-06 5.389599127677765e-06 2.4004475865344102e-08
105.0 0.059469045545086245 9.729677112923144e-06 9.491570942332216e-06 4.443461616612368e-08
120.0 0.04704114291332664 7.779442676897835e-06 5.3594089487680214e-06 2.3432855372284694e-08
121.0 0.046784941598996516 6.786024339594439e-06 5.252957840882159e-06 2.1529094407860404e-08
112.0 0.056449603767097 8.743219821016174e-06 9.07562670985373e-06 3.7348166378183937e-08
118.0 0.051176857158280915 9.174000307832678e-06 7.334864219855432e-06 3.4136860917874056e-08
100.0 0.06027339626319711 9.9573720034068e-06 9.523127817624813e-06 3.9245826094050366e-08
120.5 0.04668693510569632 6.919610384312548e-06 5.20313321553587e-06 2.1275254784487732e-08
110.0 0.057939883073233084 9.467690915626689e-06 9.441959142439644e-06 4.1309406256361364e-08
119.0 0.04719637020092458 7.46719381574571e-06 5.414959693600874e-06 2.1359355338850508e-08
122.0 0.04664997406005857 6.384557351890972e-06 5.1711760292883486e-06 2.3756605900887367e-08
125.0 0.04620944805771111 7.543781870832962e-06 4.972651623510242e-06 2.3422146258986613e-08
115.0 0.05565946088045834 9.029884377522924e-06 8.7700899105842e-06 3.714437385940095e-08
