119.5 0.04733302604805677 7.613752188191032e-06 5.5000403642800005e-06 2.5725427459856454e-08
105.0 0.059142642913498 1.0639504663034826e-05 9.480297028646608e-06 4.2495993692580585e-08
120.0 0.04692343511413781 7.260425401880584e-06 5.274115265033321e-06 2.4507991241498924e-08
121.0 0.04699669485662132 7.719528421479364e-06 5.349590836868995e-06 2.3180272974887747e-08
112.0 0.056380331036262214 9.023670488617777e-06 9.037742682206146e-06 4.109624668409163e-08
118.0 0.05234373369798065 9.512489397447458e-06 7.780522467207913e-06 3.513547518904316e-08
100.0 0.060141130020245896 9.531745557165874e-06 9.573945769922645e-06 4.0837453596434987e-08
120.5 0.04687648706711827 6.360050771824656e-06 5.306425478440108e-06 2.445122225098455e-08
110.0 0.057551383045576526 1.0894263790267622e-05 9.327088318392509e-06 4.0125801193790846e-08
119.0 0.047578084495663614 7.462853551543156e-06 5.696470513235875e-06 2.6008376252745137e-08
122.0 0.04667572081480174 7.431647344747867e-06 5.161473769858139e-06 2.465252711969215e-08
125.0 0.04635813638582827 6.260624793801801e-06 4.994846893961113e-06 2.478416970744091e-08
115.0 0.05547979853536936 8.83953220569388e-06 8.746240138630803e-06 3.9538330577708014e-08
