119_0 0.047718896484375 5.625004556178773e-06
112_0 0.056589739990234374 9.223184527121925e-06
118_0 0.0521904541015625 7.686880921721657e-06
119_5 0.04734889526367188 5.420603027604318e-06
115_0 0.05547279052734375 8.62995422467542e-06
110_0 0.05747266235351563 8.9711764812094e-06
105_0 0.0591906494140625 9.478191375136922e-06
120_5 0.046959222412109376 5.2493686824666395e-06
100_0 0.06030072021484375 9.53656625375188e-06
120_0 0.046944418334960936 5.36160184062091e-06
125_0 0.04644993591308594 5.055469356244312e-06
121_0 0.04700181884765625 5.429206591695077e-06
122_0 0.04656526184082031 5.020429612835869e-06
