119_0 0.04654669189453125 4.894235577434375e-06
112_0 0.05645025634765625 9.31715905293836e-06
118_0 0.04683662109375 5.3864054775235384e-06
119_5 0.04768065185546875 5.412860512584144e-06
115_0 0.05470733642578125 8.755671884864199e-06
110_0 0.05666882934570312 8.754483102225031e-06
105_0 0.058640325927734376 9.432673746309801e-06
120_5 0.04615428466796875 5.066049146503458e-06
100_0 0.06038545532226563 9.763625122271094e-06
120_0 0.046494546508789064 5.090831770664193e-06
125_0 0.046569415283203124 5.057222228907303e-06
121_0 0.046270068359375 5.121690461635641e-06
122_0 0.045307855224609374 4.519040468298121e-06
