119.0     0.04754883422851563   4.10367e-10
112.0     0.05656175537109375   7.11996e-10
118.0     0.052631622314453126   5.69791e-10
119.5     0.047450973510742185   3.93994e-10
115.0     0.05537130126953125   6.51362e-10
110.0     0.05744642944335938   7.69786e-10
105.0     0.05908461303710937   8.54881e-10
120.5     0.04701123657226562   3.6764e-10
100.0     0.06022434692382812   9.55758e-10
120.0     0.0469272705078125   3.69372e-10
125.0     0.04633818054199219   3.17e-10
121.0     0.046977401733398434   3.68605e-10
122.0     0.046656295776367186   3.4579e-10
